Crop,Crop type,Altitude (masl),temperature (C) ,pH,Soil type,N,P,K,Crop water need (mm/total growing period),Humidity(%),Season A start(month),Season A end,Season B start(month),Season B end(month)
Mango,Fruit,953.5935806421166,24.496951385898065,6.526934697980243," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,947.811286746527,76.57724784652248,9,12-2,2,5-7
Mango,Fruit,772.6032000176081,23.170342326115225,6.155478955403459," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,1123.0901707141093,60.341486672014796,9,12-2,2,5-7
Mango,Fruit,1352.9352427102842,22.997881815174154,6.420832510941673," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,782.7079858078195,73.44320060528533,9,12-2,2,5-7
Mango,Fruit,1178.3793707705286,24.202712449352852,6.739296855429143," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,1154.2505621499945,75.89670348791937,9,12-2,2,5-7
Mango,Fruit,1293.4340376784867,23.538756387620577,6.9617905043943304," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,1118.5532486889115,73.20726532096734,9,12-2,2,5-7
Mango,Fruit,1233.0787650114785,25.584263980825376,6.332810970838516," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,902.9838741696294,66.69640115789957,9,12-2,2,5-7
Mango,Fruit,1178.9497393948727,22.01511334720418,6.258389161371066," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,688.1033560918357,69.20272132094814,9,12-2,2,5-7
Mango,Fruit,910.1024354428735,24.18343861414578,6.945334167535023," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,649.501319259354,71.44419122651168,9,12-2,2,5-7
Mango,Fruit,1106.3505957229881,20.327274481124974,6.404716766266363," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,1024.142026818678,62.99192107183042,9,12-2,2,5-7
Mango,Fruit,880.3250137863519,25.653897885349622,6.988669370296021," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,631.2184502437038,70.58635325501935,9,12-2,2,5-7
Mango,Fruit,1174.3844838130433,22.535818668957805,6.593279263431468," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,946.0991792636789,69.03933699744252,9,12-2,2,5-7
Mango,Fruit,1330.1043560997505,22.58201541901912,6.593682452268272," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,733.3324057783609,76.95461332082365,9,12-2,2,5-7
Mango,Fruit,866.9644915037009,23.005433854011176,6.7762135362635645," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,786.8230973611335,76.4523100961579,9,12-2,2,5-7
Mango,Fruit,788.1949257632269,20.88469623665714,6.206874728027972," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,1086.631749788619,69.54391942268151,9,12-2,2,5-7
Mango,Fruit,1075.5869619285327,24.506609417040135,6.580014538805051," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,952.1120403869116,79.78532106583573,9,12-2,2,5-7
Mango,Fruit,1039.1091555942496,23.647688140281314,6.189092415537603," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,1146.1961395759595,65.66740382153577,9,12-2,2,5-7
Mango,Fruit,1108.7512154523808,21.18999504181566,6.8042028214465295," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,1013.4634565741533,74.77434921007017,9,12-2,2,5-7
Mango,Fruit,1046.0347106465697,22.55623776930094,6.862772308914426," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,1077.0782849432537,79.4826255178721,9,12-2,2,5-7
Mango,Fruit,1357.4483609650224,20.340832241723916,6.660616824843898," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,828.4495122210362,78.09586700707612,9,12-2,2,5-7
Mango,Fruit,1102.0984128518373,21.924497290568553,6.256264455817214," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,1114.620956870718,62.150015765410274,9,12-2,2,5-7
Mango,Fruit,779.831545985637,21.47100784485379,6.896315541465656," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,1168.4620270261858,75.77834417528665,9,12-2,2,5-7
Mango,Fruit,1216.345005924321,25.871363953858577,6.136281675548297," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,698.6004672462187,76.69461397137178,9,12-2,2,5-7
Mango,Fruit,1109.017817168011,21.66653094106172,6.1411926068705975," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,696.2991723742767,75.91754660922166,9,12-2,2,5-7
Mango,Fruit,883.9564496117991,24.681854207895874,6.087011819857," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,645.4459721935099,78.81236547282015,9,12-2,2,5-7
Mango,Fruit,695.4637631547965,24.910613336509638,6.54075782855069," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,981.3332704232507,69.24266222107951,9,12-2,2,5-7
Mango,Fruit,686.2821332530345,24.01484951256137,6.133463099098988," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,959.6574995027231,76.83370008263977,9,12-2,2,5-7
Mango,Fruit,1334.2216690897499,23.54496541694274,6.4423693581198735," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,1112.2344351242025,60.61700398850783,9,12-2,2,5-7
Mango,Fruit,682.3582785289382,24.317947642587278,6.048897312298611," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,1107.6188015924615,74.3204180025191,9,12-2,2,5-7
Mango,Fruit,1179.4366902401464,23.21236097428811,6.517231850043965," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,1045.4947986323145,72.05714432349843,9,12-2,2,5-7
Mango,Fruit,1394.9054992312285,24.19699690088885,6.872345395465512," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,944.9572352662613,77.52967823086955,9,12-2,2,5-7
Mango,Fruit,760.4476596201714,23.23353788055165,6.472081041670935," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,946.0373527778859,68.9045514573754,9,12-2,2,5-7
Mango,Fruit,1167.5914139402137,21.81475256627924,6.04413508746256," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,816.0475723244232,67.18204742507642,9,12-2,2,5-7
Mango,Fruit,1194.9031969195175,21.612340810959633,6.064212974187505," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,1073.0948739233963,64.4391727488093,9,12-2,2,5-7
Mango,Fruit,847.0146315756799,25.670501175206045,6.326968294226591," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,725.2941120274975,61.00304999881807,9,12-2,2,5-7
Mango,Fruit,968.2434974809776,21.88516104942929,6.183116697883304," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,828.1883805340694,64.98420991081883,9,12-2,2,5-7
Mango,Fruit,918.6408448597505,23.48721872262865,6.340298184435757," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,833.3137802187971,67.71593994233683,9,12-2,2,5-7
Mango,Fruit,1157.517804836833,21.04342847770836,6.650150104478362," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,873.1172382676095,77.72332787132717,9,12-2,2,5-7
Mango,Fruit,993.4649517197512,20.557970715695042,6.625367729966196," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,1191.335969162163,65.88818554829373,9,12-2,2,5-7
Mango,Fruit,1148.183864715307,22.253842093923925,6.490995816549249," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,1142.6729093513866,67.67582519289883,9,12-2,2,5-7
Mango,Fruit,988.2667970309681,20.207996478652422,6.166556128700055," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,1058.5333997306875,72.54933767074856,9,12-2,2,5-7
Mango,Fruit,1018.0853978674386,23.020518822882504,6.182276892608009," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,947.4675820166649,76.8698338964068,9,12-2,2,5-7
Mango,Fruit,1128.7333364392675,23.18176169467504,6.724281074950617," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,670.0890793533192,67.424927547544,9,12-2,2,5-7
Mango,Fruit,1170.0233721493703,25.385076162627715,6.216706858427063," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,830.2319312260546,73.2318567959794,9,12-2,2,5-7
Mango,Fruit,1150.7437904035569,21.177024007436092,6.609456690821339," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,788.813935405059,61.39517832734018,9,12-2,2,5-7
Mango,Fruit,870.6992508410209,21.039012838713067,6.542541959122099," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,1174.357482176182,63.39085362906707,9,12-2,2,5-7
Mango,Fruit,701.8050571437117,21.10311642741744,6.363764256221546," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,1127.957075495319,75.30658064363996,9,12-2,2,5-7
Mango,Fruit,682.6992159313364,24.482390623250176,6.936466816371074," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,819.4935344449323,72.51620761904894,9,12-2,2,5-7
Mango,Fruit,931.7353912977089,21.594130773365226,6.306713892608898," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,715.8038853047522,71.01092975019549,9,12-2,2,5-7
Mango,Fruit,1305.0065672708195,25.867292674972653,6.516253528934595," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,1077.358204816965,61.483689708158145,9,12-2,2,5-7
Mango,Fruit,928.7999048145772,20.80308435179934,6.67487960162716," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,991.9867536481285,76.58028652062887,9,12-2,2,5-7
